-121.43382174,38.39362277
-75.596141,39.7416817
-86.57384639,34.78436744
-73.80818454,40.76113909
-82.9307725,42.5590944
-122.05523559,37.63249402
-116.59915869,43.5640833
-83.18225725,42.60281073
-88.39104569,39.49080606
-78.84225331,42.96114237
-80.23958016,25.98656371
-106.6325681,35.057575
-84.3231959,37.77340162
-117.40825977,47.66646738
-89.17682611,30.37391646
-84.26356344,43.65462089
-117.88674685,34.1301962
-73.50896409,40.69405453
-80.8464156,34.999123
-117.90319989,34.0732223
-84.49565795,33.66890359
-97.0853556,33.03920392
-83.642607,42.9011652
-95.77391859,29.7334671
-80.08040339,40.39330063
-76.2376008,36.9018928
-76.87113452,38.90606842
-84.48726654,42.72882522
-82.80638417,40.72524605
-122.17303754,47.88485913
-81.46114859,28.41213509
-86.59724143,36.17133397
-73.8997071,40.88468935
-121.73737538,37.96223374
-85.03728423,33.05115553
-72.72175758,41.76364706
-87.36210163,35.99526432
-74.7291061,40.2218605
-90.3312759,41.5352577
-84.28532393,33.76484025
-74.08340983,40.71692421
-85.34153835,32.65915345
-96.85222168,33.15661431
-79.1708562,34.6159587
-94.87251058,40.34977003
-82.32825718,34.77753575
-94.7556017,39.1258531
-73.49391061,40.68349537
